feedback_id,customer_id,date_submitted,feedback_text,satisfaction_score,contacted_agent,referred_claim
FDB80087,CUST10169,2025-11-07,Claim process could be faster.,2,Yes,Yes
FDB80088,CUST10416,2024-07-21,Very satisfied with the claim process.,5,Yes,No
FDB80089,CUST10218,2024-11-13,Excellent customer service support.,5,No,No
FDB80091,CUST11472,2025-12-24,The agent was helpful and explained everything.,5,Yes,Yes
FDB80092,CUST10575,2024-10-06,The agent was helpful and explained everything.,4,Yes,No
FDB80093,CUST11027,2025-10-28,Had to wait too long for claim approval.,1,No,No
FDB80095,CUST10686,2025-08-15,The mobile app experience was intuitive.,4,No,Yes
FDB80099,CUST10346,2024-06-17,The agent was helpful and explained everything.,5,No,No
FDB80100,CUST10037,2026-02-24,I'm not happy with the premium charged.,2,No,No
FDB80101,CUST10772,2025-12-07,The mobile app experience was intuitive.,4,No,No
FDB80102,CUST11640,2024-01-04,Very satisfied with the claim process.,5,No,Yes
FDB80103,CUST10995,2024-03-07,Smooth experience with no issues.,4,Yes,No
FDB80105,CUST11551,2024-09-10,Need more clarity on policy coverage.,2,No,No
FDB80107,CUST10523,2026-01-22,Very satisfied with the claim process.,5,Yes,No
FDB80108,CUST10528,2024-04-21,Smooth experience with no issues.,5,Yes,No
FDB80109,CUST10550,2023-12-19,Had to wait too long for claim approval.,1,No,Yes
FDB80110,CUST11435,2025-08-07,Excellent customer service support.,4,Yes,No
FDB80112,CUST11588,2026-05-16,Need more clarity on policy coverage.,2,Yes,No
FDB80113,CUST10096,2025-02-23,The mobile app experience was intuitive.,4,Yes,Yes
FDB80114,CUST11320,2024-05-29,Had to wait too long for claim approval.,1,No,Yes
FDB80115,CUST11137,2024-06-14,Had to wait too long for claim approval.,2,Yes,No
FDB80116,CUST10326,2024-07-23,Excellent customer service support.,5,No,Yes
FDB80118,CUST10147,2026-01-13,Frustrated with repeated documentation requests.,2,No,No
FDB80119,CUST11440,2025-10-09,Very satisfied with the claim process.,5,No,No
FDB80120,CUST10074,2025-05-18,Excellent customer service support.,4,Yes,Yes
FDB80122,CUST10994,2025-12-16,Excellent customer service support.,4,Yes,Yes
FDB80127,CUST10178,2024-10-05,I'm not happy with the premium charged.,2,No,No
FDB80128,CUST10514,2024-07-19,Had to wait too long for claim approval.,1,Yes,Yes
FDB80129,CUST11404,2026-07-05,Had to wait too long for claim approval.,2,Yes,Yes
FDB80130,CUST11253,2024-02-24,Frustrated with repeated documentation requests.,2,No,Yes
FDB80131,CUST10135,2025-07-29,Excellent customer service support.,4,Yes,No
FDB80132,CUST10383,2025-02-05,Need more clarity on policy coverage.,2,Yes,No
FDB80135,CUST11201,2025-11-27,The mobile app experience was intuitive.,4,No,No
FDB80136,CUST10533,2025-10-04,Very satisfied with the claim process.,5,No,No
FDB80137,CUST11324,2024-02-11,Need more clarity on policy coverage.,2,Yes,No
FDB80138,CUST10357,2024-07-20,Need more clarity on policy coverage.,2,No,Yes
FDB80139,CUST10680,2024-10-29,The agent was helpful and explained everything.,4,Yes,Yes
FDB80140,CUST10991,2025-08-01,Frustrated with repeated documentation requests.,2,Yes,Yes
FDB80143,CUST10169,2024-08-01,Frustrated with repeated documentation requests.,2,Yes,No
FDB80145,CUST10374,2024-06-14,I'm not happy with the premium charged.,2,No,Yes
FDB80146,CUST10249,2025-11-02,The mobile app experience was intuitive.,4,No,Yes
FDB80147,CUST11121,2025-11-29,The agent was helpful and explained everything.,4,Yes,No
FDB80148,CUST11114,2026-08-30,Very satisfied with the claim process.,5,Yes,No
FDB80149,CUST10770,2024-11-21,I'm not happy with the premium charged.,2,Yes,Yes
FDB80151,CUST10788,2024-03-08,Had to wait too long for claim approval.,1,No,Yes
FDB80152,CUST10056,2024-09-15,Frustrated with repeated documentation requests.,2,Yes,Yes
FDB80153,CUST10324,2024-02-21,Smooth experience with no issues.,5,No,No
FDB80154,CUST11221,2026-03-26,I'm not happy with the premium charged.,2,No,Yes
FDB80155,CUST10193,2024-08-13,Claim process could be faster.,2,No,Yes
FDB80156,CUST11525,2024-10-18,Smooth experience with no issues.,4,No,No
FDB80157,CUST10790,2026-04-09,Had to wait too long for claim approval.,1,No,No
FDB80158,CUST11080,2025-02-16,The mobile app experience was intuitive.,4,Yes,Yes
FDB80160,CUST10317,2025-04-01,Had to wait too long for claim approval.,1,No,Yes
FDB80162,CUST11450,2026-05-14,Had to wait too long for claim approval.,1,Yes,No
FDB80168,CUST11221,2024-07-05,The mobile app experience was intuitive.,4,Yes,No
FDB80170,CUST10141,2026-01-16,Smooth experience with no issues.,4,No,No
FDB80171,CUST10185,2025-08-16,The agent was helpful and explained everything.,4,Yes,No
FDB80172,CUST10331,2024-09-28,Smooth experience with no issues.,4,No,No
FDB80177,CUST11345,2026-03-18,Need more clarity on policy coverage.,2,Yes,No
FDB80178,CUST10479,2026-01-09,The mobile app experience was intuitive.,4,Yes,No
FDB80180,CUST10814,2024-05-11,Claim process could be faster.,2,Yes,No
FDB80181,CUST10273,2024-04-12,Need more clarity on policy coverage.,2,Yes,No
FDB80182,CUST10275,2025-09-01,Claim process could be faster.,3,Yes,No
FDB80183,CUST11225,2024-11-13,Frustrated with repeated documentation requests.,2,No,No
FDB80184,CUST11183,2023-12-21,Need more clarity on policy coverage.,2,Yes,Yes
FDB80185,CUST10734,2024-08-30,I'm not happy with the premium charged.,2,Yes,No
FDB80186,CUST10565,2023-11-16,Very satisfied with the claim process.,5,No,No
FDB80187,CUST11224,2025-05-02,Claim process could be faster.,2,Yes,Yes
FDB80189,CUST10790,2025-11-24,Frustrated with repeated documentation requests.,2,Yes,No
FDB80191,CUST10531,2026-08-02,Smooth experience with no issues.,5,Yes,No
FDB80192,CUST10950,2023-11-04,Smooth experience with no issues.,4,Yes,Yes
FDB80194,CUST10527,2024-06-01,Smooth experience with no issues.,5,No,No
FDB80195,CUST10082,2024-06-10,Claim process could be faster.,2,Yes,No
FDB80199,CUST10058,2024-05-29,Excellent customer service support.,5,No,No
FDB80200,CUST10734,2025-09-28,Frustrated with repeated documentation requests.,2,Yes,No
FDB80201,CUST11461,2025-01-15,Claim process could be faster.,3,Yes,Yes
FDB80203,CUST11118,2025-07-02,Frustrated with repeated documentation requests.,2,Yes,No
FDB80204,CUST10142,2025-04-30,Claim process could be faster.,2,Yes,No
FDB80205,CUST11318,2023-12-13,Smooth experience with no issues.,5,Yes,No
FDB80207,CUST10643,2026-03-02,Claim process could be faster.,2,No,No
FDB80210,CUST10549,2025-03-29,Had to wait too long for claim approval.,1,No,No
FDB80211,CUST11192,2023-11-09,I'm not happy with the premium charged.,2,No,Yes
FDB80212,CUST10413,2024-05-10,The mobile app experience was intuitive.,4,No,No
FDB80213,CUST11462,2025-06-06,Claim process could be faster.,3,No,No
FDB80215,CUST10802,2025-01-24,Smooth experience with no issues.,5,Yes,Yes
FDB80216,CUST10298,2025-04-14,Had to wait too long for claim approval.,1,Yes,No
FDB80217,CUST10149,2026-01-07,Smooth experience with no issues.,4,No,Yes
FDB80218,CUST10448,2024-08-18,Frustrated with repeated documentation requests.,2,No,Yes
FDB80220,CUST11288,2024-04-06,Frustrated with repeated documentation requests.,2,Yes,Yes
FDB80221,CUST11084,2024-01-09,Frustrated with repeated documentation requests.,2,Yes,No
FDB80224,CUST10110,2025-04-20,Had to wait too long for claim approval.,2,Yes,No
FDB80225,CUST11468,2024-04-26,The mobile app experience was intuitive.,4,Yes,No
FDB80227,CUST10126,2025-05-19,I'm not happy with the premium charged.,2,No,Yes
FDB80233,CUST10930,2024-04-04,Need more clarity on policy coverage.,2,No,Yes
FDB80234,CUST10071,2026-02-03,I'm not happy with the premium charged.,2,No,No
FDB80238,CUST11448,2025-12-08,Smooth experience with no issues.,4,Yes,Yes
FDB80240,CUST11137,2025-02-24,The agent was helpful and explained everything.,4,Yes,No
FDB80243,CUST10500,2025-03-20,Excellent customer service support.,5,No,No
FDB80244,CUST10335,2026-07-12,The mobile app experience was intuitive.,4,No,No
FDB80245,CUST11346,2024-07-28,Need more clarity on policy coverage.,2,Yes,No
FDB80246,CUST10117,2026-04-11,The agent was helpful and explained everything.,4,Yes,Yes
FDB80247,CUST10076,2024-06-02,I'm not happy with the premium charged.,2,Yes,No
FDB80248,CUST10911,2024-07-01,Very satisfied with the claim process.,5,No,No
FDB80250,CUST10675,2024-08-07,Had to wait too long for claim approval.,2,No,Yes
FDB80251,CUST10424,2024-12-29,Need more clarity on policy coverage.,2,No,No
FDB80253,CUST10188,2026-07-06,Claim process could be faster.,2,Yes,No
FDB80254,CUST11027,2025-02-19,Very satisfied with the claim process.,5,Yes,No
FDB80256,CUST10735,2026-08-06,Need more clarity on policy coverage.,2,Yes,No
FDB80257,CUST11499,2025-01-31,The mobile app experience was intuitive.,4,Yes,No
FDB80259,CUST10360,2023-11-14,The agent was helpful and explained everything.,4,No,No
FDB80260,CUST11471,2024-12-20,The mobile app experience was intuitive.,4,No,No
FDB80261,CUST11146,2024-08-02,Had to wait too long for claim approval.,1,No,No
FDB80263,CUST10891,2025-01-01,Frustrated with repeated documentation requests.,2,Yes,Yes
FDB80264,CUST10821,2025-08-03,Need more clarity on policy coverage.,2,No,No
FDB80266,CUST10558,2024-03-22,Had to wait too long for claim approval.,1,No,No
FDB80267,CUST11213,2026-01-04,Excellent customer service support.,4,Yes,No
FDB80269,CUST10306,2024-04-24,Need more clarity on policy coverage.,2,No,No
FDB80270,CUST11053,2025-03-06,Frustrated with repeated documentation requests.,2,Yes,Yes
FDB80271,CUST10406,2024-08-19,Claim process could be faster.,3,Yes,No
FDB80273,CUST10591,2023-12-25,Excellent customer service support.,5,No,No
FDB80274,CUST11613,2024-07-28,Had to wait too long for claim approval.,1,No,No
FDB80275,CUST11639,2025-07-03,Need more clarity on policy coverage.,2,Yes,Yes
FDB80277,CUST11191,2024-02-20,Smooth experience with no issues.,5,No,Yes
FDB80278,CUST10431,2024-02-22,Need more clarity on policy coverage.,2,No,No
FDB80279,CUST10683,2025-12-21,Need more clarity on policy coverage.,2,No,No
FDB80280,CUST10957,2026-01-12,Smooth experience with no issues.,5,No,No
FDB80281,CUST10541,2026-03-26,I'm not happy with the premium charged.,2,Yes,Yes
FDB80283,CUST11540,2024-02-23,Smooth experience with no issues.,4,No,No
FDB80284,CUST11425,2026-07-18,The mobile app experience was intuitive.,4,Yes,No
FDB80285,CUST10521,2026-08-14,The mobile app experience was intuitive.,4,No,Yes
FDB80287,CUST10119,2026-01-15,Very satisfied with the claim process.,4,Yes,Yes
FDB80288,CUST11493,2026-01-05,Very satisfied with the claim process.,5,Yes,No
FDB80290,CUST10401,2026-06-22,Frustrated with repeated documentation requests.,2,Yes,No
FDB80291,CUST11180,2025-02-02,I'm not happy with the premium charged.,2,Yes,Yes
FDB80292,CUST10149,2026-03-30,Had to wait too long for claim approval.,2,No,No
FDB80294,CUST10160,2024-02-09,Claim process could be faster.,2,No,Yes
FDB80295,CUST10434,2024-09-03,Need more clarity on policy coverage.,2,Yes,Yes
FDB80297,CUST10876,2025-11-28,Frustrated with repeated documentation requests.,2,No,Yes
FDB80298,CUST10493,2025-01-08,Frustrated with repeated documentation requests.,2,No,No
FDB80299,CUST10653,2024-12-13,Excellent customer service support.,4,No,Yes
FDB80300,CUST10726,2024-11-08,Excellent customer service support.,5,Yes,No
FDB80302,CUST10057,2025-12-17,Frustrated with repeated documentation requests.,2,Yes,No
FDB80303,CUST10678,2024-11-19,Need more clarity on policy coverage.,2,No,No
FDB80304,CUST11620,2026-07-31,Claim process could be faster.,2,Yes,No
FDB80306,CUST10309,2026-02-02,Had to wait too long for claim approval.,1,Yes,No
FDB80307,CUST11090,2026-08-07,Need more clarity on policy coverage.,2,No,No
FDB80308,CUST10457,2025-12-22,I'm not happy with the premium charged.,2,Yes,No
FDB80309,CUST10291,2023-09-25,Claim process could be faster.,2,Yes,No
FDB80310,CUST10324,2025-10-14,The agent was helpful and explained everything.,5,No,No
FDB80313,CUST11280,2024-07-23,The agent was helpful and explained everything.,5,Yes,No
FDB80314,CUST10826,2024-10-17,Excellent customer service support.,5,No,No
FDB80316,CUST10406,2026-01-17,Had to wait too long for claim approval.,1,Yes,No
FDB80317,CUST11541,2024-08-25,Had to wait too long for claim approval.,1,No,Yes
FDB80319,CUST10879,2024-04-09,Claim process could be faster.,3,Yes,Yes
FDB80320,CUST11293,2024-04-26,Smooth experience with no issues.,5,Yes,No
FDB80321,CUST10538,2025-03-08,Frustrated with repeated documentation requests.,2,Yes,No
FDB80322,CUST10477,2026-03-30,Frustrated with repeated documentation requests.,2,Yes,No
FDB80323,CUST10839,2023-12-30,Had to wait too long for claim approval.,2,Yes,No
FDB80324,CUST11427,2024-05-27,Frustrated with repeated documentation requests.,2,Yes,No
FDB80327,CUST11152,2025-11-02,The mobile app experience was intuitive.,4,Yes,No
FDB80328,CUST11021,2025-01-30,Frustrated with repeated documentation requests.,2,No,No
FDB80329,CUST10165,2026-08-03,The mobile app experience was intuitive.,4,Yes,No
FDB80330,CUST11330,2023-10-24,Excellent customer service support.,5,No,No
FDB80331,CUST10916,2025-08-26,Had to wait too long for claim approval.,2,Yes,Yes
FDB80333,CUST10319,2026-05-27,The agent was helpful and explained everything.,5,Yes,No
FDB80334,CUST11254,2025-02-18,Excellent customer service support.,4,No,No
FDB80335,CUST11370,2024-07-07,Had to wait too long for claim approval.,2,Yes,No
FDB80336,CUST11088,2025-06-29,Had to wait too long for claim approval.,1,No,Yes
FDB80339,CUST11280,2025-08-05,Excellent customer service support.,5,Yes,No
FDB80342,CUST10214,2026-06-12,The mobile app experience was intuitive.,4,Yes,No
FDB80344,CUST10532,2024-01-29,Claim process could be faster.,3,Yes,No
FDB80346,CUST10276,2024-08-24,Had to wait too long for claim approval.,1,Yes,No
FDB80347,CUST11230,2025-12-31,Claim process could be faster.,2,No,No
FDB80348,CUST11177,2024-11-30,The agent was helpful and explained everything.,4,Yes,Yes
FDB80349,CUST10338,2024-02-17,Frustrated with repeated documentation requests.,2,No,No
FDB80350,CUST10504,2024-02-15,Very satisfied with the claim process.,5,Yes,No
FDB80351,CUST11259,2024-07-27,Very satisfied with the claim process.,5,No,Yes
FDB80352,CUST10932,2024-04-10,Excellent customer service support.,4,No,Yes
FDB80353,CUST10016,2023-12-09,Frustrated with repeated documentation requests.,2,No,No
FDB80354,CUST11450,2024-05-29,Excellent customer service support.,5,Yes,No
FDB80355,CUST10985,2025-05-23,Had to wait too long for claim approval.,2,Yes,No
FDB80356,CUST11527,2025-12-18,The mobile app experience was intuitive.,4,Yes,No
FDB80357,CUST10901,2024-06-15,I'm not happy with the premium charged.,2,Yes,Yes
FDB80358,CUST11056,2025-04-08,Need more clarity on policy coverage.,2,No,No
FDB80361,CUST10299,2025-12-28,Very satisfied with the claim process.,5,Yes,No
FDB80363,CUST11045,2026-01-12,Smooth experience with no issues.,4,Yes,Yes
FDB80366,CUST10319,2026-03-27,Excellent customer service support.,5,Yes,Yes
FDB80367,CUST10336,2026-05-22,The mobile app experience was intuitive.,4,No,Yes
FDB80369,CUST11011,2026-04-30,Frustrated with repeated documentation requests.,2,Yes,No
FDB80372,CUST10659,2025-01-21,The agent was helpful and explained everything.,5,Yes,Yes
FDB80373,CUST10189,2024-09-02,Very satisfied with the claim process.,5,No,No
FDB80376,CUST10756,2024-06-09,Claim process could be faster.,3,No,No
FDB80377,CUST10356,2025-12-01,Smooth experience with no issues.,5,No,No
FDB80378,CUST10998,2023-09-29,Smooth experience with no issues.,4,No,Yes
FDB80380,CUST10923,2024-11-27,Claim process could be faster.,3,Yes,No
FDB80381,CUST10582,2024-11-11,Excellent customer service support.,5,No,No
FDB80382,CUST11391,2025-02-18,The mobile app experience was intuitive.,4,Yes,No
FDB80383,CUST11154,2023-10-26,Smooth experience with no issues.,4,Yes,No
FDB80385,CUST10644,2026-05-31,I'm not happy with the premium charged.,2,No,No
FDB80388,CUST10779,2024-12-26,The agent was helpful and explained everything.,4,No,No
FDB80389,CUST11200,2023-10-09,Very satisfied with the claim process.,4,Yes,No
FDB80390,CUST10960,2025-03-09,The mobile app experience was intuitive.,4,Yes,Yes
FDB80391,CUST10413,2026-01-25,Frustrated with repeated documentation requests.,2,Yes,No
FDB80394,CUST10326,2025-05-25,Frustrated with repeated documentation requests.,2,Yes,No
FDB80395,CUST11359,2025-07-30,Smooth experience with no issues.,4,Yes,No
FDB80398,CUST11565,2026-08-06,The mobile app experience was intuitive.,4,No,No
FDB80399,CUST10511,2026-01-06,The mobile app experience was intuitive.,4,Yes,Yes
FDB80400,CUST10569,2025-04-08,The agent was helpful and explained everything.,4,No,Yes
FDB80401,CUST10669,2026-01-26,Had to wait too long for claim approval.,1,No,No
FDB80402,CUST10555,2026-03-19,Frustrated with repeated documentation requests.,2,No,Yes
FDB80404,CUST10582,2026-06-11,Excellent customer service support.,5,No,Yes
FDB80406,CUST10436,2026-08-27,I'm not happy with the premium charged.,2,Yes,No
FDB80407,CUST11498,2025-12-06,Claim process could be faster.,2,No,No
FDB80408,CUST11071,2025-12-22,Smooth experience with no issues.,4,Yes,No
FDB80409,CUST10604,2024-12-19,Need more clarity on policy coverage.,2,Yes,No
FDB80410,CUST11392,2024-07-03,I'm not happy with the premium charged.,2,Yes,Yes
FDB80413,CUST10099,2025-11-21,Need more clarity on policy coverage.,2,Yes,No
FDB80415,CUST11310,2023-11-23,Claim process could be faster.,2,Yes,No
FDB80416,CUST10096,2025-08-14,The agent was helpful and explained everything.,5,Yes,No
FDB80417,CUST10355,2024-09-10,The agent was helpful and explained everything.,4,Yes,No
FDB80418,CUST10914,2025-04-04,Frustrated with repeated documentation requests.,2,Yes,No
FDB80420,CUST10017,2026-02-18,Smooth experience with no issues.,4,Yes,Yes
FDB80421,CUST11304,2024-12-20,Had to wait too long for claim approval.,2,Yes,No
FDB80425,CUST10755,2026-02-27,Need more clarity on policy coverage.,2,No,No
FDB80426,CUST10361,2023-09-24,The mobile app experience was intuitive.,4,No,Yes
FDB80428,CUST11054,2024-12-15,Very satisfied with the claim process.,5,Yes,No
FDB80430,CUST10632,2024-05-05,Smooth experience with no issues.,5,No,No
FDB80431,CUST10472,2025-09-12,Smooth experience with no issues.,4,No,Yes
FDB80432,CUST11193,2024-08-26,I'm not happy with the premium charged.,2,No,No
FDB80433,CUST11171,2025-01-17,The mobile app experience was intuitive.,4,No,No
FDB80434,CUST11021,2025-09-02,Smooth experience with no issues.,5,Yes,No
FDB80436,CUST10984,2025-05-25,Claim process could be faster.,3,No,No
FDB80439,CUST10182,2026-04-11,Need more clarity on policy coverage.,2,Yes,No
FDB80440,CUST10115,2024-02-18,Frustrated with repeated documentation requests.,2,No,Yes
FDB80443,CUST11224,2024-03-21,Claim process could be faster.,3,Yes,Yes
FDB80444,CUST11330,2023-10-02,Very satisfied with the claim process.,5,Yes,No
FDB80445,CUST10209,2025-06-24,The agent was helpful and explained everything.,4,Yes,No
FDB80447,CUST11198,2026-01-05,The mobile app experience was intuitive.,4,No,Yes
FDB80448,CUST10298,2025-04-17,Had to wait too long for claim approval.,2,Yes,No
FDB80449,CUST10062,2026-07-16,Smooth experience with no issues.,5,Yes,No
FDB80450,CUST10381,2024-08-27,Very satisfied with the claim process.,5,Yes,No
FDB80451,CUST10718,2024-08-14,Very satisfied with the claim process.,5,Yes,No
FDB80453,CUST11430,2024-04-19,Had to wait too long for claim approval.,2,No,No
FDB80455,CUST11293,2024-12-12,Frustrated with repeated documentation requests.,2,No,Yes
FDB80456,CUST10528,2024-06-27,Smooth experience with no issues.,4,No,No
FDB80461,CUST10230,2026-05-16,Very satisfied with the claim process.,5,No,No
FDB80462,CUST10747,2024-12-28,The mobile app experience was intuitive.,4,No,Yes
FDB80463,CUST10588,2026-03-06,Claim process could be faster.,2,No,No
FDB80465,CUST10332,2025-01-02,I'm not happy with the premium charged.,2,No,No
FDB80468,CUST10830,2024-10-24,Excellent customer service support.,4,No,Yes
FDB80469,CUST11025,2025-01-05,Excellent customer service support.,5,No,No
FDB80470,CUST10451,2024-11-14,I'm not happy with the premium charged.,2,No,No
FDB80471,CUST11376,2024-04-16,Excellent customer service support.,5,No,No
FDB80472,CUST11177,2024-10-25,Frustrated with repeated documentation requests.,2,Yes,No
FDB80476,CUST10044,2026-05-31,Smooth experience with no issues.,4,No,Yes
FDB80477,CUST10344,2025-11-06,Had to wait too long for claim approval.,2,No,Yes
FDB80479,CUST11349,2025-12-11,The agent was helpful and explained everything.,5,Yes,No
FDB80480,CUST10037,2024-01-13,Need more clarity on policy coverage.,2,Yes,Yes
FDB80481,CUST11481,2025-02-21,Smooth experience with no issues.,5,No,No
FDB80482,CUST11257,2025-06-27,Very satisfied with the claim process.,5,No,No
FDB80483,CUST10074,2025-12-03,Frustrated with repeated documentation requests.,2,Yes,Yes
FDB80486,CUST11647,2026-08-18,Claim process could be faster.,2,Yes,No
FDB80487,CUST11396,2026-01-27,Very satisfied with the claim process.,5,Yes,No
FDB80488,CUST10290,2024-10-02,Frustrated with repeated documentation requests.,2,Yes,Yes
FDB80489,CUST10928,2024-06-09,Excellent customer service support.,5,Yes,No
FDB80490,CUST11144,2024-01-04,I'm not happy with the premium charged.,2,Yes,Yes
FDB80491,CUST10129,2025-01-16,I'm not happy with the premium charged.,2,Yes,Yes
FDB80492,CUST10386,2023-09-11,Need more clarity on policy coverage.,2,Yes,Yes
FDB80493,CUST10975,2026-01-31,Excellent customer service support.,4,Yes,No
FDB80494,CUST10116,2024-11-15,Frustrated with repeated documentation requests.,2,No,No
FDB80495,CUST11030,2026-03-31,The agent was helpful and explained everything.,4,Yes,No
FDB80498,CUST10964,2026-03-08,Had to wait too long for claim approval.,1,Yes,No
FDB80500,CUST10723,2026-03-21,Very satisfied with the claim process.,5,Yes,No
FDB80505,CUST11302,2024-11-04,Excellent customer service support.,5,Yes,No
FDB80507,CUST10552,2026-07-12,Smooth experience with no issues.,4,No,No
FDB80509,CUST11026,2025-08-13,Smooth experience with no issues.,5,Yes,No
FDB80511,CUST10505,2024-02-05,Frustrated with repeated documentation requests.,2,Yes,Yes
FDB80512,CUST11643,2024-06-02,Very satisfied with the claim process.,5,No,No
FDB80513,CUST10469,2025-05-14,Frustrated with repeated documentation requests.,2,Yes,No
FDB80520,CUST11524,2026-04-10,The mobile app experience was intuitive.,4,Yes,Yes
FDB80521,CUST10547,2025-08-28,Claim process could be faster.,3,Yes,No
FDB80522,CUST11547,2024-10-15,Excellent customer service support.,4,Yes,No
FDB80523,CUST10025,2024-12-01,Excellent customer service support.,5,No,Yes
FDB80524,CUST10179,2024-02-23,The agent was helpful and explained everything.,4,No,No
FDB80525,CUST11234,2024-03-10,Excellent customer service support.,5,Yes,Yes
FDB80526,CUST10113,2026-06-26,The agent was helpful and explained everything.,5,No,No
FDB80533,CUST10564,2024-02-28,Had to wait too long for claim approval.,2,No,Yes
FDB80534,CUST10254,2025-03-02,Smooth experience with no issues.,5,No,No
FDB80535,CUST11372,2024-08-04,The mobile app experience was intuitive.,4,Yes,No
